age,is_corporate,total_balance,has_active_loan,recent_tx_count,product_name
34,0,68036426,1,17,BankScope 복리 자산 예금
28,0,63145619,0,46,Scope 청년 드림 적금
34,1,45507466,0,22,BankScope 법인 단기 예금
68,0,57716174,0,17,BankScope 시니어 플러스 예금
76,0,97340095,0,34,BankScope 시니어 플러스 예금
43,0,61894385,0,2,BankScope 직장인 우대 적금
23,0,17341935,0,0,BankScope 프리미엄 정기예금
31,0,4520907,0,16,Scope 청년 드림 적금
78,0,3498345,0,41,Scope 재테크 챌린지 적금
77,0,69186331,0,5,BankScope 시니어 플러스 예금
56,0,81912239,0,10,BankScope 시니어 플러스 예금
56,1,5887495,0,13,BankScope 법인 시설자금 대출
62,0,34288474,0,48,Scope 재테크 챌린지 적금
79,0,32470421,1,27,BankScope 직장인 신용 대출
25,0,54990145,0,38,Scope 청년 드림 적금
58,0,46177493,1,35,BankScope 직장인 신용 대출
75,0,33043007,0,10,Scope 긴급 생활안정 대출
65,0,74290240,0,40,Scope 재테크 챌린지 적금
43,1,38957948,0,39,BankScope 법인 단기 예금
30,1,33505549,0,3,BankScope 법인 시설자금 대출
32,0,80436760,0,47,BankScope 복리 자산 예금
53,0,28550243,0,5,BankScope 복리 자산 예금
44,0,61168770,0,37,BankScope 복리 자산 예금
26,0,61373828,0,18,Scope 긴급 생활안정 대출
71,0,89255232,0,30,Scope 재테크 챌린지 적금
23,0,88740277,1,1,BankScope 복리 자산 예금
78,0,63652882,0,42,Scope 재테크 챌린지 적금
27,0,59062496,0,24,Scope 청년 드림 적금
39,0,18253417,0,49,Scope 재테크 챌린지 적금
48,0,62340661,1,40,Scope 재테크 챌린지 적금
73,0,20863435,0,47,Scope 재테크 챌린지 적금
72,1,98576777,0,10,BankScope 법인 단기 예금
70,0,52399329,0,45,Scope 재테크 챌린지 적금
64,0,9886607,0,39,Scope 재테크 챌린지 적금
65,0,53658983,0,44,Scope 재테크 챌린지 적금
29,0,34567597,0,41,Scope 청년 드림 적금
62,0,97259420,0,43,BankScope 시니어 플러스 예금
53,0,48365582,0,20,Scope 재테크 챌린지 적금
76,0,68106799,0,2,Scope 긴급 생활안정 대출
45,0,86771338,0,1,BankScope 직장인 우대 적금
60,0,42524579,0,10,BankScope 시니어 플러스 예금
68,0,48945565,0,23,BankScope 시니어 플러스 예금
77,0,77976930,1,49,BankScope 시니어 플러스 예금
22,0,88229320,0,23,Scope 청년 드림 적금
75,1,89417425,0,20,BankScope 법인 단기 예금
25,0,76701202,0,24,Scope 청년 드림 적금
24,0,53464038,0,3,BankScope 복리 자산 예금
24,0,68197571,0,39,Scope 청년 드림 적금
73,0,58922821,0,42,Scope 재테크 챌린지 적금
66,1,8523890,0,46,BankScope 법인 단기 예금
42,0,70499744,0,22,BankScope 복리 자산 예금
68,0,19649887,1,23,BankScope 직장인 신용 대출
28,0,16368591,0,20,Scope 청년 전세 대출
54,0,9370698,0,1,Scope 비상금 소액 대출
39,0,7161493,0,22,Scope 청년 전세 대출
77,0,55085091,0,14,BankScope 직장인 우대 적금
68,0,59590294,0,25,BankScope 시니어 플러스 예금
78,0,6412953,0,25,BankScope 시니어 플러스 예금
61,0,53797372,1,27,BankScope 직장인 신용 대출
54,0,64274619,0,25,Scope 재테크 챌린지 적금
69,0,72190686,0,44,BankScope 시니어 플러스 예금
37,0,8261636,0,1,BankScope 프리미엄 정기예금
36,0,93498805,0,34,BankScope 복리 자산 예금
43,0,4013221,1,31,Scope 비상금 소액 대출
22,0,33746365,0,29,Scope 긴급 생활안정 대출
51,0,70797336,0,45,BankScope 복리 자산 예금
54,0,78436859,0,19,BankScope 복리 자산 예금
57,0,34930785,0,12,BankScope 직장인 우대 적금
32,0,23799051,0,26,Scope 청년 전세 대출
75,1,7854741,0,22,BankScope 법인 단기 예금
66,0,9997704,0,15,Scope 재테크 챌린지 적금
44,0,67176187,0,30,Scope 재테크 챌린지 적금
28,0,39689811,0,11,Scope 긴급 생활안정 대출
23,0,91641116,0,32,BankScope 복리 자산 예금
33,0,22822620,1,37,Scope 청년 전세 대출
56,0,33293420,0,44,Scope 긴급 생활안정 대출
53,0,57356314,1,31,BankScope 직장인 신용 대출
30,0,99849973,0,1,BankScope 복리 자산 예금
60,0,66279478,0,49,Scope 긴급 생활안정 대출
75,0,45744080,0,48,Scope 재테크 챌린지 적금
22,0,46099588,0,22,Scope 긴급 생활안정 대출
78,0,1801708,0,31,Scope 재테크 챌린지 적금
47,0,61092620,0,14,BankScope 복리 자산 예금
48,0,56539433,0,39,Scope 긴급 생활안정 대출
28,0,88259982,0,40,BankScope 복리 자산 예금
22,0,51832398,0,39,Scope 청년 드림 적금
44,0,27378705,1,7,BankScope 복리 자산 예금
53,0,98642737,0,42,BankScope 복리 자산 예금
31,0,72406785,0,49,BankScope 복리 자산 예금
61,0,42268556,0,48,Scope 재테크 챌린지 적금
28,0,37292010,0,21,Scope 청년 드림 적금
34,0,12122670,0,37,Scope 청년 드림 적금
59,0,55547125,0,33,Scope 긴급 생활안정 대출
44,0,98432088,0,0,Scope 긴급 생활안정 대출
24,0,1186737,0,9,Scope 청년 전세 대출
30,0,13418985,0,39,Scope 청년 드림 적금
78,0,74723083,0,15,BankScope 시니어 플러스 예금
53,0,57604744,0,23,BankScope 복리 자산 예금
43,0,8250682,0,45,Scope 재테크 챌린지 적금
79,0,78387178,0,23,BankScope 시니어 플러스 예금
34,0,24635898,0,47,BankScope 복리 자산 예금
57,0,19774793,0,13,BankScope 직장인 우대 적금
27,0,88489750,0,25,BankScope 복리 자산 예금
78,0,38022934,1,38,Scope 재테크 챌린지 적금
24,0,90182244,0,17,Scope 청년 드림 적금
67,0,16490657,1,19,Scope 재테크 챌린지 적금
45,0,82735724,1,40,BankScope 복리 자산 예금
37,0,31485362,0,35,Scope 긴급 생활안정 대출
25,0,25199848,0,23,Scope 청년 드림 적금
56,0,39807086,0,25,Scope 재테크 챌린지 적금
79,0,68162791,0,28,Scope 재테크 챌린지 적금
67,0,20887479,1,47,BankScope 시니어 플러스 예금
32,0,89621229,0,21,BankScope 복리 자산 예금
47,0,7160516,1,10,BankScope 직장인 우대 적금
24,0,43640405,0,40,Scope 긴급 생활안정 대출
32,0,95853350,0,48,BankScope 복리 자산 예금
36,0,18722856,0,10,BankScope 직장인 우대 적금
69,1,45703633,0,2,BankScope 법인 단기 예금
59,0,28009548,0,20,BankScope 시니어 플러스 예금
64,0,94209713,0,10,BankScope 시니어 플러스 예금
51,0,41639680,1,7,BankScope 직장인 신용 대출
48,0,65151092,0,30,BankScope 복리 자산 예금
70,0,7907761,1,9,Scope 비상금 소액 대출
77,0,52509665,1,5,BankScope 시니어 플러스 예금
22,1,75511354,0,16,BankScope 법인 단기 예금
75,0,84000963,0,37,Scope 재테크 챌린지 적금
59,0,98439786,0,6,BankScope 시니어 플러스 예금
53,0,28523913,0,31,Scope 긴급 생활안정 대출
59,0,7697691,0,12,BankScope 직장인 우대 적금
46,0,77180961,0,5,Scope 긴급 생활안정 대출
32,0,42940710,1,2,BankScope 복리 자산 예금
64,0,40496110,0,26,Scope 긴급 생활안정 대출
52,0,22430970,0,44,Scope 긴급 생활안정 대출
25,0,99290749,1,41,Scope 청년 드림 적금
43,0,43745618,0,25,BankScope 복리 자산 예금
38,0,8755817,0,3,BankScope 직장인 우대 적금
35,0,27774391,0,36,Scope 재테크 챌린지 적금
59,0,44798131,0,20,BankScope 시니어 플러스 예금
47,0,8203491,0,27,Scope 재테크 챌린지 적금
52,0,57711210,1,17,BankScope 복리 자산 예금
78,0,86123138,0,31,BankScope 시니어 플러스 예금
78,0,69084816,0,38,BankScope 시니어 플러스 예금
67,0,47506758,0,32,Scope 재테크 챌린지 적금
60,0,96556185,0,25,BankScope 시니어 플러스 예금
32,0,84067473,1,16,Scope 청년 드림 적금
62,0,43196397,0,28,BankScope 시니어 플러스 예금
64,0,33434693,0,19,Scope 재테크 챌린지 적금
44,0,81905182,1,29,BankScope 복리 자산 예금
72,0,27929692,0,49,Scope 재테크 챌린지 적금
61,1,83140232,0,4,BankScope 법인 단기 예금
55,0,74952565,0,5,BankScope 시니어 플러스 예금
46,0,13813922,0,41,Scope 재테크 챌린지 적금
57,0,59255888,0,9,BankScope 시니어 플러스 예금
79,0,77184827,0,5,BankScope 시니어 플러스 예금
26,0,60862027,0,9,BankScope 복리 자산 예금
24,0,90676286,0,41,BankScope 복리 자산 예금
62,0,48709043,1,20,BankScope 시니어 플러스 예금
64,0,54752303,0,43,BankScope 시니어 플러스 예금
77,0,2087356,0,3,BankScope 시니어 플러스 예금
76,0,49416087,1,12,BankScope 시니어 플러스 예금
70,0,78864457,0,9,BankScope 시니어 플러스 예금
50,0,4909881,0,15,Scope 비상금 소액 대출
42,0,24531485,0,18,Scope 긴급 생활안정 대출
61,0,95166620,1,5,BankScope 직장인 신용 대출
29,0,79107337,1,25,BankScope 복리 자산 예금
51,0,25837823,0,8,BankScope 복리 자산 예금
62,0,49368102,1,45,Scope 재테크 챌린지 적금
72,1,61275190,0,9,BankScope 법인 시설자금 대출
49,0,61514779,1,39,BankScope 복리 자산 예금
58,0,28678261,0,2,BankScope 시니어 플러스 예금
50,0,40880497,0,48,Scope 재테크 챌린지 적금
37,1,95176912,0,18,BankScope 법인 시설자금 대출
55,0,53512778,0,34,BankScope 시니어 플러스 예금
21,1,17890880,0,45,BankScope 법인 시설자금 대출
33,0,67038032,0,5,BankScope 복리 자산 예금
32,0,44199523,0,28,BankScope 복리 자산 예금
48,0,86439469,0,18,BankScope 복리 자산 예금
31,0,32665915,0,49,Scope 청년 드림 적금
58,0,24300936,0,43,Scope 재테크 챌린지 적금
21,0,87173563,0,14,BankScope 복리 자산 예금
51,0,6745755,1,37,BankScope 프리미엄 정기예금
32,0,55127904,0,20,Scope 긴급 생활안정 대출
65,0,76455170,0,43,BankScope 시니어 플러스 예금
46,0,19498930,1,38,BankScope 프리미엄 정기예금
68,0,88305287,0,22,Scope 긴급 생활안정 대출
60,0,35082097,0,19,Scope 긴급 생활안정 대출
36,0,32306373,0,41,Scope 재테크 챌린지 적금
59,0,76749427,0,49,Scope 재테크 챌린지 적금
50,0,83374649,0,1,BankScope 복리 자산 예금
53,0,30202460,0,44,Scope 재테크 챌린지 적금
79,0,78730123,0,31,Scope 긴급 생활안정 대출
43,0,96256648,0,46,BankScope 복리 자산 예금
64,0,96872040,0,27,BankScope 시니어 플러스 예금
54,0,52345136,0,3,BankScope 복리 자산 예금
67,0,1847634,0,6,BankScope 직장인 우대 적금
25,0,84075024,0,2,BankScope 복리 자산 예금
38,0,31292075,1,24,BankScope 복리 자산 예금
49,0,93943711,0,47,BankScope 복리 자산 예금
26,0,92815778,1,8,BankScope 복리 자산 예금
29,0,21249997,1,22,Scope 청년 전세 대출
60,0,16025904,0,22,BankScope 시니어 플러스 예금
51,0,81358261,0,48,BankScope 복리 자산 예금
53,0,25843343,0,25,BankScope 복리 자산 예금
47,0,32038411,1,39,Scope 재테크 챌린지 적금
79,0,70904059,0,17,Scope 긴급 생활안정 대출
34,1,54217313,0,23,BankScope 법인 단기 예금
49,0,47230855,0,26,BankScope 복리 자산 예금
56,0,96491499,0,44,BankScope 시니어 플러스 예금
48,0,71505300,0,1,BankScope 복리 자산 예금
41,0,67455279,1,0,BankScope 복리 자산 예금
23,0,375631,0,47,Scope 청년 드림 적금
39,0,55684147,1,15,BankScope 직장인 신용 대출
51,1,22579854,0,42,BankScope 법인 시설자금 대출
55,0,80519811,0,23,Scope 재테크 챌린지 적금
69,0,6769497,0,35,BankScope 시니어 플러스 예금
23,0,1718478,0,10,Scope 청년 드림 적금
46,0,46715453,0,25,BankScope 복리 자산 예금
36,0,15316611,0,5,Scope 청년 전세 대출
31,0,26564808,0,25,Scope 청년 드림 적금
41,0,8347234,0,28,Scope 재테크 챌린지 적금
36,0,68730212,0,42,Scope 재테크 챌린지 적금
29,0,63482926,0,0,BankScope 복리 자산 예금
73,0,25689083,0,8,BankScope 직장인 우대 적금
20,0,49811585,0,26,BankScope 복리 자산 예금
41,0,94758082,0,6,BankScope 복리 자산 예금
45,0,74745,0,2,BankScope 직장인 우대 적금
75,0,28786027,0,8,Scope 긴급 생활안정 대출
78,0,52104260,0,1,BankScope 시니어 플러스 예금
37,1,35663305,0,9,BankScope 법인 단기 예금
69,0,6400334,0,16,Scope 재테크 챌린지 적금
33,0,36215309,0,30,Scope 청년 드림 적금
66,0,79841837,0,0,BankScope 시니어 플러스 예금
48,0,96108502,0,17,BankScope 복리 자산 예금
31,0,81466252,0,5,Scope 청년 드림 적금
55,0,70072285,0,37,BankScope 시니어 플러스 예금
78,0,26836903,0,40,Scope 재테크 챌린지 적금
54,0,41905607,0,41,Scope 재테크 챌린지 적금
71,0,65399293,0,46,Scope 재테크 챌린지 적금
31,0,4127901,0,3,Scope 청년 드림 적금
26,0,47127888,0,39,BankScope 복리 자산 예금
48,1,94736098,0,3,BankScope 법인 단기 예금
30,0,39131072,0,34,Scope 청년 드림 적금
52,0,73538800,0,3,BankScope 복리 자산 예금
25,0,72224825,0,0,Scope 청년 드림 적금
66,0,48621527,1,40,BankScope 시니어 플러스 예금
34,0,28977967,1,42,Scope 청년 드림 적금
51,0,74206512,0,30,BankScope 복리 자산 예금
70,0,83379544,1,18,Scope 재테크 챌린지 적금
30,0,80436865,0,20,BankScope 복리 자산 예금
77,0,64884440,0,29,BankScope 시니어 플러스 예금
42,0,74872166,0,6,BankScope 복리 자산 예금
45,0,192888,0,4,Scope 비상금 소액 대출
53,0,13370336,0,1,Scope 비상금 소액 대출
65,0,90987664,0,2,BankScope 시니어 플러스 예금
53,0,62319482,0,14,Scope 긴급 생활안정 대출
48,0,19108254,0,38,BankScope 프리미엄 정기예금
23,0,14516617,0,36,Scope 청년 드림 적금
36,1,32579397,0,9,BankScope 법인 단기 예금
54,0,36752998,0,8,BankScope 복리 자산 예금
32,0,50098904,0,22,Scope 청년 드림 적금
60,1,22400932,0,13,BankScope 법인 시설자금 대출
58,0,79689279,0,44,Scope 재테크 챌린지 적금
34,0,50611357,0,32,Scope 청년 드림 적금
74,0,76449809,0,15,Scope 재테크 챌린지 적금
48,0,16112343,0,19,Scope 재테크 챌린지 적금
48,1,49033022,0,7,BankScope 법인 단기 예금
30,0,35813936,0,48,Scope 청년 드림 적금
71,0,41465399,0,37,BankScope 시니어 플러스 예금
51,0,2796890,0,33,Scope 재테크 챌린지 적금
21,0,68026522,0,30,Scope 청년 드림 적금
66,0,60651062,1,44,BankScope 직장인 신용 대출
33,0,45721106,0,7,BankScope 복리 자산 예금
39,0,32907750,0,24,Scope 긴급 생활안정 대출
41,0,60430486,0,40,Scope 재테크 챌린지 적금
30,1,79963494,0,12,BankScope 법인 단기 예금
46,0,18529899,0,17,BankScope 프리미엄 정기예금
22,0,68486190,0,49,BankScope 복리 자산 예금
36,0,39903082,0,40,Scope 재테크 챌린지 적금
63,0,90203618,0,33,BankScope 시니어 플러스 예금
75,0,59951246,0,35,Scope 재테크 챌린지 적금
47,1,36732303,0,49,BankScope 법인 시설자금 대출
48,0,52550752,0,16,Scope 재테크 챌린지 적금
40,0,18146350,0,11,Scope 긴급 생활안정 대출
66,0,3891390,0,15,Scope 비상금 소액 대출
35,0,17588363,0,12,Scope 청년 전세 대출
56,0,81457766,0,10,BankScope 시니어 플러스 예금
78,0,56635306,0,13,Scope 긴급 생활안정 대출
39,0,48401308,0,41,Scope 긴급 생활안정 대출
25,0,28388400,0,27,Scope 청년 드림 적금
38,0,35082114,0,23,Scope 재테크 챌린지 적금
76,1,99799663,0,16,BankScope 법인 단기 예금
24,0,90435012,1,8,BankScope 직장인 신용 대출
22,0,10106171,0,45,Scope 청년 드림 적금
78,0,17007937,0,29,Scope 재테크 챌린지 적금
20,0,17035545,0,36,Scope 청년 전세 대출
77,1,4550470,0,2,BankScope 법인 시설자금 대출
79,0,48708347,0,7,BankScope 시니어 플러스 예금
57,0,75604420,0,17,Scope 재테크 챌린지 적금
34,0,65728558,0,29,BankScope 복리 자산 예금
53,0,98043467,0,2,Scope 긴급 생활안정 대출
54,0,33418335,1,33,BankScope 직장인 신용 대출
68,0,33061801,0,42,Scope 재테크 챌린지 적금
44,0,75442709,0,27,BankScope 복리 자산 예금
43,0,16500752,0,36,Scope 긴급 생활안정 대출
31,0,71392467,0,24,Scope 청년 드림 적금
37,0,23962858,1,29,Scope 재테크 챌린지 적금
34,0,94269831,0,6,BankScope 복리 자산 예금
63,0,26975214,1,45,Scope 재테크 챌린지 적금
35,0,54870369,0,28,Scope 재테크 챌린지 적금
46,0,78623024,0,1,BankScope 복리 자산 예금
27,0,14208564,0,25,Scope 청년 전세 대출
79,0,80913947,0,40,BankScope 시니어 플러스 예금
65,0,59405900,0,41,Scope 긴급 생활안정 대출
44,0,18438044,0,48,Scope 재테크 챌린지 적금
36,0,3474119,0,6,BankScope 프리미엄 정기예금
48,0,49769902,1,17,BankScope 직장인 신용 대출
72,0,8923820,0,5,BankScope 직장인 우대 적금
27,0,51884817,0,40,Scope 청년 드림 적금
34,0,40386097,0,39,BankScope 복리 자산 예금
46,0,56479920,1,26,BankScope 직장인 신용 대출
65,0,3774764,0,40,Scope 재테크 챌린지 적금
69,0,82684348,0,23,Scope 긴급 생활안정 대출
71,0,10157794,0,32,Scope 재테크 챌린지 적금
26,0,75435356,0,30,BankScope 복리 자산 예금
22,0,97126420,0,33,BankScope 복리 자산 예금
48,0,35167223,0,21,Scope 재테크 챌린지 적금
63,0,28775110,1,23,BankScope 직장인 신용 대출
72,0,36543164,0,35,BankScope 시니어 플러스 예금
43,0,65566539,0,27,Scope 긴급 생활안정 대출
79,0,2370979,0,19,Scope 재테크 챌린지 적금
77,0,35774615,0,17,BankScope 시니어 플러스 예금
22,0,17992538,0,41,Scope 청년 드림 적금
39,0,34131423,1,31,BankScope 직장인 신용 대출
65,0,52225466,1,32,BankScope 직장인 신용 대출
34,0,65359967,1,9,Scope 청년 드림 적금
44,0,40586591,1,8,BankScope 복리 자산 예금
49,0,76369881,0,24,BankScope 복리 자산 예금
33,0,83579978,0,12,BankScope 복리 자산 예금
26,0,37366637,0,46,Scope 청년 드림 적금
36,1,56364625,0,49,BankScope 법인 단기 예금
63,0,52417151,0,44,BankScope 시니어 플러스 예금
39,0,81571174,0,4,BankScope 복리 자산 예금
55,1,67970180,0,30,BankScope 법인 단기 예금
28,0,86571407,0,30,Scope 청년 드림 적금
57,0,40549514,1,33,BankScope 직장인 신용 대출
67,0,43309301,1,25,BankScope 직장인 신용 대출
76,0,22900847,0,6,BankScope 시니어 플러스 예금
79,0,57679562,0,40,Scope 재테크 챌린지 적금
41,0,28382377,1,45,Scope 재테크 챌린지 적금
73,0,62666326,1,48,BankScope 직장인 신용 대출
72,0,66887286,1,19,BankScope 직장인 신용 대출
72,0,35486959,1,42,Scope 재테크 챌린지 적금
21,0,96636240,1,21,BankScope 복리 자산 예금
43,0,80823433,0,4,BankScope 복리 자산 예금
27,0,33715793,0,11,Scope 청년 드림 적금
30,0,79611115,0,20,Scope 청년 드림 적금
32,1,3126919,0,8,BankScope 법인 시설자금 대출
36,0,46075898,1,28,Scope 재테크 챌린지 적금
27,0,44149529,0,26,Scope 긴급 생활안정 대출
40,0,74464258,0,16,BankScope 복리 자산 예금
37,0,73881146,0,39,BankScope 복리 자산 예금
49,0,3111027,0,23,Scope 재테크 챌린지 적금
37,1,52704727,0,26,BankScope 법인 단기 예금
65,0,60992642,1,7,BankScope 직장인 신용 대출
66,0,34999778,0,43,Scope 재테크 챌린지 적금
50,0,10481040,1,28,Scope 재테크 챌린지 적금
57,0,12510408,1,18,Scope 비상금 소액 대출
51,0,32485667,0,9,BankScope 복리 자산 예금
30,0,38215646,0,23,Scope 청년 드림 적금
64,0,37684214,0,33,Scope 재테크 챌린지 적금
44,0,45078113,0,39,BankScope 복리 자산 예금
52,0,177367,0,30,Scope 재테크 챌린지 적금
79,0,67794555,1,45,BankScope 시니어 플러스 예금
57,0,30193529,0,3,BankScope 시니어 플러스 예금
60,0,38578154,0,40,Scope 재테크 챌린지 적금
27,0,42569345,0,44,Scope 긴급 생활안정 대출
30,0,2475476,0,30,Scope 청년 드림 적금
41,1,65015834,0,8,BankScope 법인 단기 예금
70,0,60794532,0,25,Scope 재테크 챌린지 적금
43,1,45105606,0,12,BankScope 법인 단기 예금
60,0,17449877,0,47,Scope 긴급 생활안정 대출
36,1,19159619,0,25,BankScope 법인 시설자금 대출
31,0,24829965,0,0,Scope 청년 전세 대출
76,1,91969633,0,39,BankScope 법인 단기 예금
65,0,44929302,0,8,Scope 긴급 생활안정 대출
51,0,44750763,0,30,Scope 재테크 챌린지 적금
34,1,41484777,0,23,BankScope 법인 시설자금 대출
35,0,73941952,0,44,Scope 긴급 생활안정 대출
73,0,32487630,0,48,Scope 재테크 챌린지 적금
41,0,8296287,0,21,Scope 재테크 챌린지 적금
47,1,29755213,1,8,BankScope 법인 시설자금 대출
39,0,70036712,0,38,BankScope 복리 자산 예금
52,0,22628948,0,22,Scope 재테크 챌린지 적금
29,0,8297142,0,19,Scope 청년 드림 적금
59,0,89273582,0,41,Scope 재테크 챌린지 적금
51,0,14405881,0,20,Scope 비상금 소액 대출
69,0,88741446,0,26,BankScope 시니어 플러스 예금
79,0,11088611,0,4,Scope 비상금 소액 대출
52,1,80064084,0,16,BankScope 법인 단기 예금
21,0,14909415,0,33,Scope 청년 드림 적금
52,0,40689102,0,8,Scope 긴급 생활안정 대출
52,0,97998606,0,33,Scope 재테크 챌린지 적금
60,0,10622864,0,9,BankScope 직장인 우대 적금
32,0,46139169,0,43,BankScope 복리 자산 예금
49,0,27913451,0,1,Scope 긴급 생활안정 대출
52,0,50801954,0,46,BankScope 복리 자산 예금
32,0,62639142,0,24,BankScope 복리 자산 예금
71,0,62712525,0,2,Scope 긴급 생활안정 대출
45,0,71839926,0,33,BankScope 복리 자산 예금
41,0,23334586,0,6,Scope 긴급 생활안정 대출
58,0,60686365,0,27,BankScope 시니어 플러스 예금
21,0,45774211,0,8,Scope 청년 드림 적금
57,0,69477118,0,10,BankScope 시니어 플러스 예금
58,0,92650638,0,28,BankScope 시니어 플러스 예금
45,0,90972774,0,15,BankScope 복리 자산 예금
65,0,47480226,0,38,Scope 긴급 생활안정 대출
77,0,23929836,1,28,BankScope 직장인 신용 대출
69,0,20088905,1,12,BankScope 직장인 신용 대출
34,0,63466550,0,34,Scope 청년 드림 적금
53,0,56368699,1,10,BankScope 복리 자산 예금
61,0,11821079,0,34,Scope 재테크 챌린지 적금
74,0,23367643,0,46,BankScope 시니어 플러스 예금
63,0,78195733,1,7,BankScope 시니어 플러스 예금
68,0,20134226,0,6,BankScope 시니어 플러스 예금
59,0,7161778,0,4,Scope 비상금 소액 대출
30,0,58161108,1,5,BankScope 복리 자산 예금
22,0,88889855,0,34,BankScope 복리 자산 예금
78,0,61729861,0,29,Scope 재테크 챌린지 적금
25,0,39572127,0,10,Scope 청년 드림 적금
28,0,26128257,1,37,Scope 청년 전세 대출
25,0,39477818,1,26,Scope 청년 드림 적금
28,0,37270267,0,20,BankScope 복리 자산 예금
58,0,57361096,1,13,BankScope 시니어 플러스 예금
50,0,12428557,0,48,Scope 비상금 소액 대출
51,0,24693554,1,34,BankScope 직장인 신용 대출
60,0,27289226,0,28,Scope 긴급 생활안정 대출
69,0,75837007,0,23,BankScope 시니어 플러스 예금
31,0,42244105,0,35,Scope 청년 드림 적금
27,0,39654867,0,40,BankScope 복리 자산 예금
27,0,47965519,0,44,BankScope 복리 자산 예금
69,0,17900155,0,31,BankScope 시니어 플러스 예금
47,0,71460025,0,5,BankScope 직장인 우대 적금
39,0,29981816,1,9,Scope 청년 전세 대출
66,0,96847,0,19,Scope 비상금 소액 대출
78,0,57416397,0,19,Scope 재테크 챌린지 적금
26,0,32388763,0,25,Scope 청년 드림 적금
30,1,79365393,1,20,BankScope 법인 단기 예금
39,0,66173337,0,44,Scope 재테크 챌린지 적금
35,0,73924965,1,22,BankScope 직장인 신용 대출
23,1,259718,1,45,BankScope 법인 시설자금 대출
25,0,93175724,0,11,BankScope 복리 자산 예금
77,0,64272481,0,12,BankScope 시니어 플러스 예금
41,0,34101958,1,9,BankScope 직장인 신용 대출
45,0,9793504,1,6,Scope 비상금 소액 대출
22,0,10929954,0,36,BankScope 프리미엄 정기예금
60,0,43556787,0,11,BankScope 시니어 플러스 예금
79,0,73366641,0,24,BankScope 시니어 플러스 예금
61,0,4804070,0,1,Scope 비상금 소액 대출
33,1,10727579,0,39,BankScope 법인 시설자금 대출
30,0,8130911,0,25,Scope 청년 드림 적금
37,0,19681323,0,39,Scope 재테크 챌린지 적금
73,0,20643127,0,4,BankScope 시니어 플러스 예금
31,0,86950025,1,7,BankScope 직장인 신용 대출
42,0,21221014,1,41,Scope 재테크 챌린지 적금
31,1,68655539,1,44,BankScope 법인 시설자금 대출
32,0,50487438,1,8,BankScope 직장인 신용 대출
44,0,1922870,0,38,Scope 비상금 소액 대출
64,0,28253482,1,19,BankScope 시니어 플러스 예금
70,0,95743537,1,10,BankScope 시니어 플러스 예금
77,0,60451327,1,39,Scope 재테크 챌린지 적금
38,0,16251552,0,21,Scope 청년 전세 대출
74,0,50835517,0,15,Scope 재테크 챌린지 적금
65,0,25327158,0,41,Scope 긴급 생활안정 대출
55,0,81130918,0,37,BankScope 시니어 플러스 예금
64,0,16242059,1,41,BankScope 직장인 신용 대출
27,0,94592883,0,9,BankScope 복리 자산 예금
48,0,32540643,1,24,BankScope 직장인 신용 대출
74,0,3905566,0,18,Scope 재테크 챌린지 적금
72,0,99892553,0,3,BankScope 시니어 플러스 예금
74,1,26385332,0,18,BankScope 법인 시설자금 대출
51,1,36555553,0,2,BankScope 법인 시설자금 대출
70,0,82290953,0,16,BankScope 시니어 플러스 예금
63,0,12765642,0,13,BankScope 시니어 플러스 예금
37,0,94469304,0,9,BankScope 직장인 우대 적금
25,0,82641229,0,5,BankScope 복리 자산 예금
37,0,67537410,0,30,Scope 재테크 챌린지 적금
38,0,12663224,1,30,Scope 청년 전세 대출
41,0,66775712,0,47,Scope 재테크 챌린지 적금
56,1,39348614,0,8,BankScope 법인 단기 예금
51,0,94930691,0,11,BankScope 복리 자산 예금
75,0,51264422,0,43,BankScope 시니어 플러스 예금
60,0,43940399,0,45,Scope 재테크 챌린지 적금
78,0,19235069,0,25,Scope 재테크 챌린지 적금
22,0,396873,1,1,Scope 청년 드림 적금
47,0,62479694,0,41,Scope 재테크 챌린지 적금
29,0,29730191,0,3,Scope 청년 전세 대출
70,0,80153765,0,31,BankScope 시니어 플러스 예금
54,0,86128503,0,27,BankScope 복리 자산 예금
48,0,65516515,0,5,BankScope 직장인 우대 적금
73,0,52342682,0,29,BankScope 시니어 플러스 예금
34,0,18072021,0,27,Scope 청년 드림 적금
52,0,3225045,0,12,BankScope 직장인 우대 적금
26,0,70531856,0,45,Scope 청년 드림 적금
31,0,30596588,1,35,BankScope 직장인 신용 대출
68,0,614113,0,9,Scope 비상금 소액 대출
49,0,11278175,0,9,Scope 비상금 소액 대출
40,0,93582835,1,4,BankScope 직장인 신용 대출
50,0,86312005,0,28,Scope 재테크 챌린지 적금
77,0,34673333,0,35,Scope 재테크 챌린지 적금
43,0,64621408,1,11,BankScope 직장인 신용 대출
39,0,19708679,0,21,BankScope 프리미엄 정기예금
56,0,36328817,0,45,BankScope 시니어 플러스 예금
23,0,43005948,1,38,BankScope 직장인 신용 대출
47,0,84558004,1,1,BankScope 복리 자산 예금
63,0,91828195,0,13,BankScope 직장인 우대 적금
39,0,73395204,0,9,BankScope 직장인 우대 적금
79,0,22127812,0,47,Scope 재테크 챌린지 적금
43,0,53149641,0,2,BankScope 복리 자산 예금
