age,is_corporate,total_balance,has_active_loan,recent_tx_count,target
20,0,98089488,0,15,1
68,0,61028692,0,16,1
59,0,16414776,0,30,0
51,0,57059545,1,14,1
53,0,38988394,1,12,1
47,0,31671087,0,39,0
50,0,99811243,0,26,1
27,0,53367513,0,20,0
58,0,20660640,1,1,1
45,0,12825630,0,7,1
77,0,59437423,0,41,1
53,0,53563013,0,6,1
73,0,6766699,0,9,1
73,0,18502049,0,3,1
22,0,92862059,1,42,0
78,0,75302285,0,40,1
69,0,77410986,0,35,1
31,0,92937331,0,34,0
20,0,37318472,1,42,0
73,1,89996873,1,2,2
63,0,73662719,0,17,1
24,0,53992528,1,45,0
49,0,42150667,0,42,0
49,0,89668735,0,23,1
78,0,20423493,0,31,1
76,0,18369426,1,33,1
36,0,2918634,1,1,1
67,0,73671208,0,1,1
66,0,7401628,0,9,1
42,1,87770565,0,22,2
34,0,9818968,1,14,1
56,1,829119,0,11,2
40,0,32658904,0,42,0
33,0,77395343,0,16,1
21,0,62905267,0,17,0
30,0,44433999,0,13,0
70,0,68163717,0,16,1
58,1,5042596,0,14,2
57,0,73533652,1,11,1
79,0,70495107,0,15,1
53,0,58456545,1,31,1
57,0,42229925,0,22,1
69,1,36999515,0,37,2
53,0,82553680,0,33,1
37,0,48669254,0,33,0
49,0,83106517,0,15,1
34,0,1535410,0,33,0
46,1,349760,0,39,2
70,0,31390940,0,6,1
53,0,7490526,0,32,0
71,0,94014237,0,3,1
76,0,59956920,0,42,1
57,0,29579729,0,6,1
52,0,78327906,0,17,1
43,0,296177,1,3,1
34,1,56406173,0,48,2
79,0,53738081,0,10,1
49,0,62321193,0,42,0
74,1,34733850,0,19,2
61,0,994199,0,10,1
70,0,55838946,1,14,1
36,0,18696614,0,45,0
24,0,73825351,0,16,0
48,0,64113169,0,33,0
23,1,49303116,0,49,2
29,0,61965356,0,47,0
75,0,28588402,0,11,1
36,0,17962838,0,41,0
29,0,37747339,0,27,0
36,0,73738928,0,47,0
79,0,34099933,0,34,0
39,0,97771611,0,7,1
43,0,62606357,0,26,1
24,1,29108395,0,21,2
53,0,66975323,0,23,1
25,0,89085119,0,1,1
72,0,43955276,0,30,0
21,0,5567768,1,21,0
32,0,6964587,0,0,1
62,0,80513261,0,13,1
62,0,52677766,0,24,1
67,0,71748460,0,35,1
30,0,3465495,1,35,0
70,0,93352978,0,40,1
66,1,83108210,0,2,2
76,0,29677320,0,4,1
42,0,8744047,0,0,1
74,0,71315194,0,18,1
35,0,65117859,0,32,0
50,0,60401319,0,41,0
30,0,53312506,0,29,0
73,0,62806935,0,11,1
35,0,83046078,1,9,1
27,0,99829060,0,33,0
23,0,19331509,0,15,0
59,0,26790262,0,39,0
23,0,89476652,0,45,0
75,0,10897788,0,28,1
44,0,30641113,0,14,0
22,0,54188045,0,47,0
51,0,72940262,0,10,1
22,0,85893788,0,43,0
46,0,93577715,1,33,1
48,0,30187141,0,35,0
51,1,15975814,0,29,2
69,0,75937316,1,34,1
77,0,97737268,0,8,1
70,0,17064465,0,17,1
38,1,41760726,0,18,2
40,0,6805995,0,38,0
24,0,21302821,0,3,0
37,0,47181184,0,5,1
47,0,1397955,0,32,0
61,0,51102450,0,31,1
41,0,28013358,1,15,1
40,0,96254498,0,10,1
25,0,63062742,1,21,1
20,0,48427738,1,35,0
24,0,36574011,0,49,0
60,0,76204633,1,22,1
31,0,71759155,0,25,0
45,0,54650878,1,30,1
65,1,24427527,0,28,2
53,0,35146495,0,4,1
68,0,41821034,0,37,0
33,0,45976783,0,24,0
45,0,14061279,1,33,0
64,0,40066756,1,11,1
46,0,18995155,0,21,0
28,0,15644301,1,8,1
45,0,23183099,0,19,0
76,0,39993951,0,28,1
66,0,6969369,0,43,0
76,0,49503854,0,28,1
41,1,55137733,0,44,2
66,0,22938234,0,26,1
75,1,8877241,0,16,2
49,0,78768807,0,4,1
62,1,99337266,0,44,2
67,0,44975994,0,12,1
36,0,73480196,0,41,0
45,0,6783564,1,14,1
55,0,22866176,1,14,1
20,0,49745662,0,17,1
27,0,64459700,0,49,0
68,0,6629383,1,1,1
54,0,69774744,0,22,1
71,0,80247719,0,42,1
34,0,58792475,0,12,1
66,0,18623468,0,42,0
75,0,54096258,0,3,1
41,0,91546851,0,46,0
33,0,95066751,0,24,0
45,0,38467326,0,10,1
47,0,67474906,1,49,0
42,0,55865043,0,47,0
33,0,32968430,0,41,0
43,0,40005838,0,11,1
21,0,86150461,0,12,1
64,0,83052276,1,8,1
45,0,93612588,0,44,0
33,0,50149723,1,37,1
78,0,42808088,0,5,1
75,0,43219177,0,42,0
70,0,6910957,0,42,0
26,0,48655072,0,9,0
22,0,11047853,1,22,1
66,0,69612685,0,14,1
42,0,64089735,0,44,0
65,1,99688896,1,22,2
62,0,18969167,0,39,1
66,1,74160262,1,36,2
79,0,92225230,0,33,1
64,0,91315031,0,15,1
37,0,48184496,0,44,0
77,0,31442302,0,40,0
57,0,51256562,0,46,0
54,0,17382966,0,31,0
70,0,50510988,0,37,1
34,1,32146888,0,39,2
44,0,24148407,0,45,0
74,0,71345207,1,4,1
56,0,86740494,0,16,1
47,0,76593848,0,21,1
29,0,44343097,0,38,0
58,0,29979042,0,40,0
76,1,82955872,1,47,2
36,0,69905039,0,17,1
58,0,75054087,1,27,1
41,0,38177319,0,12,0
45,0,87545328,0,49,0
63,0,6166197,0,41,0
44,0,95742454,1,0,1
36,0,58953485,1,49,0
32,0,67946740,0,18,1
39,0,11437533,1,33,0
44,0,31519028,0,3,1
23,0,86675610,1,42,1
29,0,75621550,0,2,1
22,0,58760015,0,40,0
60,0,65561989,0,9,1
64,0,7835958,1,27,1
37,0,5923808,1,33,0
66,0,96848171,1,38,1
55,0,2950161,1,46,0
66,0,26198027,0,18,1
41,0,90862995,1,41,1
53,0,63790892,1,45,0
66,0,6725311,0,35,0
27,0,10771386,0,42,0
59,0,74780252,0,2,1
68,0,89577437,1,22,1
63,0,97497817,1,16,1
38,0,96949525,1,6,1
61,0,3017721,1,25,1
60,1,80406830,1,42,2
56,0,72761884,0,17,1
25,0,12974549,0,45,0
71,1,91286316,0,45,2
45,1,71551995,0,5,2
53,0,92519944,0,30,0
78,0,56967191,1,28,1
75,0,17187491,0,8,1
78,0,7887372,0,34,0
64,0,18606426,0,16,1
25,0,67702955,0,11,0
56,0,50403172,0,35,0
76,0,60287687,0,47,1
52,0,59596260,0,23,1
72,0,77472232,0,9,1
41,0,55117261,0,29,0
40,0,77258300,0,28,1
25,0,43113447,0,38,0
25,0,15614708,0,9,0
74,0,4631004,0,38,0
67,1,27058432,0,27,2
23,0,39700211,1,17,1
49,0,88421025,0,40,1
30,0,87169367,0,49,0
49,0,61403808,0,16,1
50,0,59668870,0,10,1
43,0,95659456,0,0,1
74,0,15482856,0,16,1
28,0,78352363,0,35,0
74,0,98263346,0,35,1
22,0,64308318,0,45,0
70,1,89071055,0,8,2
50,1,14945225,0,44,2
59,0,38097141,1,27,1
56,0,14403194,0,47,0
55,0,62611642,0,32,0
43,0,24561413,0,2,1
50,0,1762204,1,7,1
25,1,97059600,0,49,2
21,0,10448244,0,5,0
39,0,70489659,0,5,1
47,0,41631125,0,28,0
30,1,28707964,0,36,2
23,0,71640400,0,11,0
34,0,38978098,0,8,0
25,0,62657162,0,40,0
73,0,57737030,0,48,1
68,0,2278569,0,18,1
49,1,73640998,0,16,2
75,0,29278276,0,47,0
57,0,9459247,1,43,1
70,0,33147260,0,31,1
76,0,79108152,1,34,1
21,0,62887188,0,13,0
34,0,73227089,0,48,0
30,0,58012770,0,15,0
27,0,85111699,0,20,0
45,0,54660622,0,11,1
70,0,10496324,0,23,1
64,0,28029388,0,33,0
63,0,63666354,0,7,1
24,0,87548747,0,43,0
25,0,77906493,0,20,0
45,0,54087798,0,47,0
73,0,2203092,1,7,1
23,0,21948964,1,27,0
38,0,86569605,0,15,1
39,0,60310982,0,9,0
52,0,26486809,1,14,1
39,0,80881129,1,3,1
68,1,96655343,0,25,2
31,0,43578375,1,14,1
66,0,28402632,0,35,1
20,0,456195,0,31,0
45,1,71621140,0,42,2
33,0,43623911,0,37,0
57,0,14196710,1,3,1
56,0,4973198,0,40,0
30,0,77446900,0,8,1
55,0,64493474,0,34,1
32,0,1528362,0,27,0
62,0,26194344,0,36,0
22,0,62136612,1,46,0
52,0,43316408,0,8,1
25,0,48943534,0,1,1
69,0,87587419,1,2,1
75,0,48320828,0,43,0
29,0,17658253,1,47,0
24,1,53957955,0,4,2
42,0,78898740,0,9,1
29,0,8643155,0,27,0
63,0,65964577,1,14,1
21,0,13379659,0,13,0
32,1,23378784,0,45,2
59,0,19145619,0,22,0
21,0,77060804,0,12,0
39,0,11065829,0,15,0
20,0,98832157,1,29,1
56,0,66927703,1,39,1
28,0,12479210,0,7,0
36,0,4650215,0,16,0
28,0,99019782,0,29,0
30,0,98049827,0,16,1
34,1,58554917,1,34,2
43,0,14410703,1,0,1
57,0,93611059,1,48,1
74,0,91545230,0,23,1
54,0,8412054,0,47,0
49,0,56356235,0,48,0
50,0,93492444,0,24,1
68,0,8332715,0,1,1
24,0,2625263,1,24,1
79,0,35796110,1,13,1
63,0,95031132,1,38,1
69,0,58925418,1,32,1
33,0,99682685,0,16,1
72,0,14577200,0,30,0
75,0,29826324,0,9,1
30,0,46409998,0,5,1
28,0,2203087,0,38,0
53,0,19729934,0,24,1
31,0,55283945,0,37,0
54,0,29861571,0,36,0
54,0,94625818,0,29,1
20,0,30029270,0,33,0
59,0,67485788,0,17,1
41,0,33942120,0,23,0
79,0,61333812,0,48,1
48,0,56426547,1,26,1
27,0,96289086,0,26,1
30,0,29441143,0,38,0
60,0,46362419,0,20,1
56,0,70998890,1,18,1
33,0,49355818,0,38,0
79,0,46314118,1,22,1
49,0,71667572,1,38,1
54,0,54925225,1,47,1
40,0,81917187,0,43,0
56,0,8940164,0,46,0
24,0,45788106,0,14,0
38,0,62634238,0,42,0
78,0,65034971,0,1,1
33,0,78041423,1,34,0
45,0,27866664,1,19,1
23,0,54822389,0,27,0
44,0,79279069,0,14,1
64,0,24124291,1,15,1
61,0,47891710,0,32,0
44,0,79798785,0,46,1
37,0,74358466,0,11,1
59,0,31619220,0,38,0
27,1,77358789,0,38,2
58,0,91745578,0,42,0
59,1,70015732,0,19,2
33,1,71167825,0,28,2
51,0,13220459,0,42,0
70,0,3246532,0,48,0
57,0,54594952,0,2,1
52,0,85786137,0,47,0
42,0,10252881,1,4,1
34,0,79117906,0,1,1
52,0,784514,0,22,0
44,0,43015496,1,25,1
36,0,52251235,1,25,1
52,0,11927807,1,6,1
66,0,80086494,0,9,1
74,0,6760510,0,4,1
21,0,55383350,1,46,0
33,1,54971496,1,11,2
72,0,69975656,1,31,1
59,0,56166212,0,41,0
59,0,28645390,0,30,1
70,0,62265006,0,21,1
58,0,15483602,0,16,1
70,0,86039963,0,19,1
25,0,40969474,0,19,0
25,0,77546085,0,42,0
22,1,32800599,0,7,2
26,0,4265630,0,46,0
70,0,92612538,1,33,1
27,0,37233452,1,48,0
61,0,49784570,0,22,1
71,0,91341130,0,37,1
34,0,16278720,1,27,0
66,0,17266184,0,12,1
48,1,99024272,0,28,2
52,0,88135029,0,7,1
71,0,5821934,0,10,1
49,0,52025113,0,46,0
58,0,12064537,0,44,0
46,0,75085590,0,17,1
55,0,46251037,0,49,0
48,0,18884935,0,24,0
57,0,60331499,0,48,0
76,0,81470680,0,21,1
52,0,7602495,0,44,0
56,0,24207253,0,34,0
46,0,73099130,0,28,1
74,0,82842295,0,20,1
52,0,65502200,0,6,1
23,0,10691219,0,11,0
41,0,51031086,0,35,0
21,0,72178262,0,23,0
29,0,20468532,0,31,0
24,0,74262452,0,26,1
78,0,39241473,0,31,1
29,0,53008697,0,31,0
52,0,61431741,0,31,0
73,0,83685837,0,25,1
57,0,55318087,1,10,1
32,0,53176805,0,45,0
50,1,89454219,0,17,2
66,0,38775193,0,38,1
55,0,16996378,0,4,1
64,0,49310748,1,15,1
43,0,64418062,0,10,1
71,0,81717933,0,34,1
75,0,20830708,0,47,0
34,0,36396284,0,10,0
48,0,3313723,0,41,0
27,0,85287131,0,22,0
24,0,10941880,1,33,0
48,0,74377986,0,47,1
66,0,20047730,0,16,1
23,1,49086097,0,9,2
31,0,87624243,0,17,0
64,0,92821051,0,43,1
21,0,46123553,0,7,0
46,0,79511647,0,25,1
50,0,7349336,0,2,1
70,0,79821627,1,23,1
70,0,41277337,0,2,1
55,0,9496806,0,37,0
55,0,77178990,0,1,1
45,1,91631849,0,34,2
62,0,11783445,0,16,1
46,0,84172252,0,8,1
24,0,15243680,0,35,0
39,0,48523941,0,21,0
30,0,12883071,1,30,0
29,0,41637100,0,33,0
59,1,34115565,0,23,2
57,0,82094786,0,8,1
25,0,40975186,0,45,0
27,0,83854729,0,42,0
42,1,20937178,0,1,2
66,0,54813326,0,20,1
45,0,51997066,0,33,0
65,0,45138030,0,26,1
62,0,61825113,0,36,1
31,0,62956282,0,6,0
45,0,15643927,1,21,1
32,0,80541004,1,3,1
59,0,51027167,1,13,1
37,0,66037891,0,33,0
44,0,64574476,0,22,1
52,0,95521224,0,43,0
66,0,21226936,0,41,0
59,0,50028641,0,24,0
79,0,11256100,0,0,1
62,0,90007343,0,47,0
31,0,6396153,0,14,0
63,1,40603018,0,31,2
55,0,77166635,0,13,1
67,0,27953010,0,40,0
23,0,99763897,1,20,1
24,0,38776427,0,46,0
75,0,91733069,0,6,1
56,0,78806241,0,35,1
27,0,14026520,0,20,0
61,0,49012988,0,49,0
68,0,43896963,0,39,1
47,0,25423295,0,11,1
50,0,94463859,0,14,1
77,0,68872054,0,14,1
28,0,85043673,0,16,1
73,1,67964681,0,33,2
70,0,23286892,0,43,0
48,0,70359745,0,34,0
33,0,21605842,0,38,0
59,0,25098117,1,37,1
60,0,35211538,0,13,1
41,0,18735290,0,4,1
30,0,98439431,0,29,0
42,0,56163266,0,3,1
20,0,83885733,0,14,1
65,0,66360860,0,38,1
56,0,91190030,1,34,1
40,0,9548310,0,44,0
45,1,4763090,0,9,2
65,0,41535003,1,1,1
55,0,10002457,0,43,0
73,0,46955785,0,23,1
42,1,53428398,0,27,2
76,0,62932278,0,21,1
20,0,12932674,0,43,0
73,0,60633142,0,31,1
74,0,55848911,1,30,1
70,0,80262729,0,18,1
59,0,818706,0,20,1
34,0,96349339,0,2,1
40,0,10631835,0,5,1
66,0,80893412,0,31,1
28,0,39692307,0,1,1
72,0,79304234,0,23,1
28,0,85660554,0,44,0
29,0,28666799,0,26,0
71,0,53543822,1,8,1
76,0,84439440,0,12,1
72,0,98723867,0,13,1
45,0,44419538,1,10,1
60,0,13544707,0,13,1
54,0,18038884,1,15,1
71,0,53482022,0,9,1
44,0,2399009,0,19,0
45,0,93498667,1,15,1
30,0,8735015,0,33,0
57,0,40599904,1,15,1
21,0,59296651,1,13,1
26,0,51100801,1,27,1
37,0,51839994,0,17,1
46,1,51135643,0,25,2
53,0,81335369,0,37,1
46,0,25443669,1,6,1
36,0,51580368,0,44,0
62,0,5160025,0,33,1
78,0,2836934,0,46,0
63,0,31185607,0,48,0
78,0,10404819,0,44,0
70,0,40498507,0,6,1
73,0,46822114,1,32,1
43,0,94471120,0,34,1
44,0,92988763,1,49,0
26,0,26200296,0,38,0
71,0,68196105,0,20,1
25,0,10763861,0,48,0
72,0,45005823,0,27,1
43,0,13564005,0,31,0
52,0,79475640,0,43,0
68,0,99414496,0,15,1
48,0,54260949,0,9,1
62,0,18988196,0,22,1
41,0,85025471,0,47,0
45,0,13826382,0,49,0
47,0,76486741,0,14,1
69,0,22747869,0,42,0
40,0,20747687,1,49,0
68,0,54558308,0,5,1
26,0,26126699,0,32,0
36,0,35424315,0,38,0
39,0,33826041,0,11,0
60,1,87753263,0,35,2
68,0,87367796,0,30,1
39,0,60642153,0,9,0
73,0,12073874,0,33,0
41,0,6337479,0,40,0
47,0,5868518,0,9,1
59,0,1589291,0,10,1
68,0,17203708,1,13,1
26,0,36509659,0,2,0
20,0,35861668,1,32,0
51,0,47928611,0,6,1
32,0,3224400,0,3,1
49,1,15745940,0,38,2
42,0,56945537,0,47,0
70,0,5653278,0,9,1
78,0,34018155,0,14,1
75,1,58115808,0,15,2
38,0,21915933,0,37,0
51,0,94391499,0,3,1
49,0,84572843,0,3,1
48,0,24362507,0,35,0
68,0,40653744,0,26,1
64,0,52477591,0,21,1
48,1,4590585,0,21,2
49,0,12258491,1,16,1
35,0,79152010,1,44,0
59,0,85209100,0,33,0
38,0,8890111,0,31,0
37,0,44010951,0,5,0
20,0,71586239,0,32,0
33,0,37259027,0,7,0
70,0,46640967,0,49,0
66,0,1844040,0,35,0
69,0,57240646,0,4,1
21,0,51196493,0,4,1
73,0,69115675,0,46,1
47,1,45077633,0,9,2
68,0,75086712,0,39,0
69,1,85320716,0,6,2
49,0,27073134,0,11,1
57,0,24110043,1,29,1
70,0,17482530,0,24,0
23,0,53725718,0,27,0
20,0,3889453,0,42,0
27,0,62284302,0,12,0
48,0,97420929,0,46,0
74,0,65814076,0,48,1
58,0,71066738,0,21,1
22,0,20355903,0,17,0
51,0,45790115,1,26,1
29,0,43333570,0,7,0
29,0,51425604,0,5,1
38,0,31259822,0,10,1
65,0,87534418,0,28,1
53,0,68539905,0,40,0
79,0,38580196,0,4,1
52,0,40516543,1,6,1
42,0,6142453,0,21,0
74,0,74398029,1,46,1
47,0,84158747,0,3,1
51,1,87339482,1,31,2
69,0,75232309,0,18,1
26,0,46675401,0,44,0
48,0,50443683,0,32,0
27,0,43167333,0,0,1
20,0,64709239,0,45,0
76,0,89584318,0,40,1
74,0,96176536,0,43,1
22,1,48915413,0,49,2
43,0,99325231,0,40,0
42,0,76887974,0,7,1
78,0,84226606,0,31,1
27,0,85102813,0,29,1
73,0,64931348,0,45,0
76,0,99463515,0,27,1
66,0,13776030,0,40,0
56,0,34972569,0,31,0
22,0,98179733,0,24,0
70,1,32719252,1,33,2
52,0,46003456,0,32,0
47,0,9368140,0,12,0
66,1,47367764,0,24,2
27,0,29281160,1,41,0
53,0,59711376,0,39,0
54,0,5868590,0,38,0
51,0,20274388,0,43,0
43,0,11532766,0,48,0
33,0,56891878,0,43,0
51,1,93185594,0,47,2
75,0,24919381,0,9,1
65,0,22166027,1,30,1
62,0,17191615,0,43,0
35,1,43949558,0,10,2
23,0,74284037,0,24,0
71,1,5884724,0,45,2
56,0,21226329,1,44,0
73,0,74360068,1,33,1
40,0,51061320,1,19,1
33,0,98242791,1,6,1
50,0,92723469,0,32,1
74,0,32185790,0,34,0
67,0,77658985,0,28,1
37,0,60727347,0,11,1
26,0,30156915,1,4,1
29,1,31374900,0,11,2
26,0,11190124,0,28,0
52,0,16938002,1,34,1
42,0,63456046,0,19,1
40,0,12912007,1,36,0
38,0,69184278,0,0,1
67,0,57930146,0,15,1
38,0,85200610,0,29,1
55,0,51241823,0,8,1
48,0,89387268,0,41,1
79,0,39610527,0,9,1
37,0,67230565,1,12,1
21,0,10978041,0,47,0
20,0,54273279,0,19,0
66,0,47192083,0,28,1
24,0,99414647,1,3,1
39,1,51396289,0,45,2
30,0,1433043,0,48,0
61,0,29077102,0,27,0
21,0,63818961,0,36,0
22,0,6637056,1,12,1
42,0,6789177,0,2,1
74,0,33803356,0,36,1
31,0,61521116,1,47,0
39,0,58477266,0,18,0
24,0,35495143,0,27,0
56,0,51694955,0,18,1
57,0,94098022,0,16,1
49,0,99926577,0,17,1
28,0,89811317,1,17,1
53,0,12099015,0,22,1
72,0,3218451,0,39,0
63,0,36926453,0,49,0
54,0,190477,0,8,0
71,0,76712068,0,28,1
77,0,94209960,0,41,1
41,0,39767847,0,28,1
63,0,44510415,0,1,1
43,0,66875180,0,16,1
36,0,49794246,0,44,0
29,0,8567962,0,30,0
49,0,22636109,0,27,0
75,0,10806349,0,42,1
78,0,56022560,0,47,1
65,0,93691691,0,38,1
42,0,40495982,0,29,0
51,0,57947555,0,34,0
36,0,6631430,0,47,0
69,0,62506143,0,19,1
70,1,94916847,0,15,2
36,0,77579686,0,33,0
33,0,91799516,0,13,1
28,0,9951767,1,25,0
59,0,86923333,0,19,1
21,0,9373551,0,41,0
64,0,42298471,0,23,1
44,0,66346710,0,42,0
58,1,15164469,1,17,2
28,0,50346789,0,42,0
73,0,88410441,0,8,1
41,0,44860239,0,18,1
62,0,44758303,0,19,1
65,0,70891564,0,41,1
23,0,12872508,0,29,0
45,0,70670533,0,25,1
77,0,52024800,0,30,1
48,0,89859380,0,34,1
64,1,19114315,0,2,2
53,0,7155738,0,39,0
42,1,35499173,0,28,2
56,0,49547581,0,5,1
30,0,26049918,1,0,1
25,0,44607852,1,23,0
37,0,45657190,0,37,0
40,0,13178358,0,33,0
61,0,48068428,1,6,1
55,0,93307252,0,10,1
60,0,73113191,0,10,1
57,0,59901853,0,35,0
53,0,8962292,0,19,0
36,0,76916528,0,15,0
56,0,36732072,0,4,1
44,0,47242867,0,23,0
57,0,76011148,0,29,1
77,1,42433953,0,29,2
31,0,99547613,0,38,0
42,0,35930236,0,47,0
72,0,5550616,0,46,0
61,0,86616769,1,36,1
41,0,81790847,1,32,1
40,0,5023331,1,19,0
46,0,58860945,0,21,0
76,0,51617449,0,40,1
50,0,4070161,0,20,0
25,0,6568056,0,36,0
46,0,58544788,0,26,1
59,1,59544612,0,37,2
53,0,6640981,0,34,0
31,0,82325136,0,37,0
64,0,9968904,0,39,0
76,0,60225623,0,5,1
72,1,56209323,0,31,2
26,0,14024141,0,15,0
29,0,59366308,1,27,1
64,0,8549906,0,15,1
36,0,61021630,0,26,1
45,0,50652891,0,2,1
40,0,47298477,1,48,0
47,1,71845469,0,20,2
77,0,24662982,0,37,1
65,0,85967610,1,37,1
21,0,19766009,0,29,0
79,0,99062553,0,21,1
73,0,74126055,0,18,1
62,0,11465773,0,30,0
20,0,93949813,0,19,0
70,0,50165243,0,46,0
72,0,54788653,0,18,1
55,0,20871114,0,1,1
70,0,33198605,0,39,1
45,0,86686292,0,38,0
48,0,50462526,0,26,1
40,0,57246535,0,7,1
30,0,13131778,0,44,0
59,0,62465051,0,26,1
30,1,18669724,0,14,2
55,0,27859798,0,11,1
68,0,53225361,0,46,1
78,0,46593954,1,13,1
58,0,38546764,0,6,1
59,0,23658315,0,16,0
54,1,65548974,0,25,2
73,0,20120689,0,36,1
53,1,18724228,0,19,2
74,1,45340134,0,9,2
66,0,79032138,0,18,1
43,0,80548410,0,17,1
73,0,4871482,0,29,1
41,0,52340974,0,29,0
24,0,88079593,0,24,0
75,0,37280046,0,23,1
52,0,57181150,0,9,1
77,0,21098829,0,1,1
55,0,97159280,0,37,1
66,0,23253353,1,31,1
39,0,3700568,0,34,0
38,0,12565280,0,36,0
54,0,33957984,0,6,1
71,0,30717885,0,6,1
62,0,65158990,0,26,0
36,0,53520939,0,9,1
78,0,9455545,0,32,1
64,0,31236471,1,42,1
62,0,26288869,0,6,1
53,0,45599339,1,5,1
28,0,97019096,0,5,1
45,0,25400119,0,12,1
21,0,96495811,0,47,0
72,0,87961053,0,12,1
28,0,82829729,0,1,1
28,0,79027674,0,18,1
59,0,50340446,1,18,1
36,0,21652023,1,49,0
20,0,72777707,0,37,0
44,0,41662694,0,1,1
62,0,20677491,0,25,1
59,0,64616968,0,5,1
61,0,12210878,0,19,0
44,0,41148264,1,22,1
58,0,88614087,0,14,1
54,0,69086029,0,5,1
22,0,20331168,0,27,0
69,1,54089302,0,34,2
56,0,25156918,0,10,0
63,0,53934667,0,7,1
63,0,91627448,1,49,1
70,0,8059777,0,48,0
49,0,27205260,0,23,1
57,0,88096643,0,20,1
53,0,23352915,1,48,0
31,0,85075377,1,35,1
38,0,55703922,0,6,1
56,0,1013295,0,4,0
63,0,7661434,1,28,1
78,0,55848477,0,15,1
78,0,15983239,0,5,1
68,0,76589195,0,13,1
36,0,96543272,0,1,1
29,0,97694693,1,24,1
76,0,75866393,0,30,1
74,1,93945393,0,49,2
68,0,58156289,0,49,0
66,0,35252022,0,12,1
31,0,83848831,0,17,1
35,0,91500647,0,16,0
43,0,78123773,0,44,0
38,0,60749918,0,27,0
27,0,82050896,1,11,1
50,0,60476120,1,34,1
40,0,25462332,1,21,1
36,0,71647711,0,38,0
42,0,43481867,0,0,1
56,0,26987760,1,36,1
73,0,69720076,0,20,1
35,0,35875986,0,0,0
25,0,71870379,0,3,0
27,0,78830168,1,31,1
44,0,29861982,0,0,1
37,0,92191012,0,12,1
44,0,66757903,0,45,0
31,0,9770488,0,46,0
34,0,5371045,1,16,0
78,0,11764650,0,11,1
45,1,2498544,0,6,2
60,0,25461497,1,2,1
64,0,34080389,0,49,0
45,0,15703000,0,25,0
66,0,56478333,0,30,1
51,0,48541499,0,35,0
29,0,62446058,1,25,0
35,0,80398219,0,2,1
26,1,62823564,1,43,2
36,1,37244771,0,27,2
42,0,35882086,0,43,0
45,0,64744673,0,16,1
40,0,58201989,0,37,0
41,0,48755262,0,46,0
77,0,79665445,0,29,1
26,0,67410815,0,1,1
33,0,96859441,0,7,1
34,0,79680765,0,13,1
72,0,67421363,0,36,1
26,0,1686279,0,34,0
28,0,79605436,0,41,0
70,0,61273703,1,38,1
67,0,97525472,0,10,1
27,0,3734049,0,14,0
69,0,24873195,0,1,1
78,0,64708283,0,36,1
42,0,89315128,1,42,1
48,0,85156322,0,31,1
37,1,8096173,1,39,2
50,0,98831381,0,12,1
49,1,95362087,1,42,2
71,0,69399724,0,16,1
58,0,86697398,0,14,1
54,0,1173077,0,32,0
37,0,55310468,0,15,0
78,1,78736908,0,12,2
61,0,62101587,0,21,1
58,0,49797980,0,22,1
36,0,59615574,0,35,0
33,0,22867223,0,42,0
50,0,51055457,1,49,1
43,0,9960710,0,49,0
54,0,519676,0,9,1
63,0,43738691,1,16,1
79,0,85497001,0,29,1
64,0,33219204,0,12,1
53,0,66337457,0,29,1
22,0,40471382,1,45,0
56,0,15915509,0,29,0
62,0,62694139,0,6,1
59,0,19471886,0,9,1
45,0,83759838,0,34,1
74,1,57302394,0,1,2
42,0,55991496,0,29,1
63,0,50014457,0,18,1
58,0,71270324,1,38,1
34,0,22653052,0,36,0
75,0,96143472,0,2,1
68,1,1506440,0,24,2
23,0,75290358,0,33,0
48,0,37965477,0,21,0
41,0,82950293,0,37,0
44,0,18254698,0,13,0
32,0,78338390,0,38,0
37,0,97476528,1,1,1
52,0,95216195,0,31,1
35,0,11701980,0,42,0
64,0,59953934,0,2,1
61,0,81509173,0,40,0
63,0,73637789,0,7,1
21,0,65769308,1,25,0
74,0,51457312,0,31,1
54,0,99096040,0,10,1
61,0,27253227,0,49,0
53,1,69775971,0,0,2
49,0,87611643,0,14,1
78,0,7231445,0,3,1
74,0,80619142,0,3,1
32,0,87266715,0,27,0
32,0,53291180,0,9,1
37,0,20927338,0,10,1
51,0,41752776,0,49,0
51,0,53452495,0,22,0
54,0,77809225,0,46,0
78,0,95252490,0,2,1
58,1,77971230,1,38,2
65,0,48918271,0,38,1
71,0,38685563,0,16,1
48,0,62050270,0,21,1
68,0,4474445,0,26,1
48,1,99735986,0,15,2
72,0,21946027,0,15,1
63,0,3149407,1,39,0
76,0,23556913,1,2,1
35,0,54041972,1,46,1
75,0,90872738,0,32,1
63,0,9371520,1,41,1
66,0,74387356,0,1,1
76,0,69653170,0,38,1
29,0,33577814,0,45,0
49,0,63632143,0,47,0
44,0,12192062,0,26,0
58,0,64121675,0,14,1
39,0,61269940,0,6,1
24,0,39171924,1,44,0
20,0,40901228,0,41,0
49,0,38494992,0,8,1
68,0,60879244,0,40,1
22,0,1342643,1,5,1
64,0,69039583,0,11,1
33,0,31473572,0,29,0
75,0,42854385,1,19,1
49,0,3428811,0,19,0
69,0,26458172,0,45,1
23,0,9455984,0,26,0
